0.0000056,0.0000000,1513233990298
0.0000114,0.0000000,1513233990299
0.0000191,0.0000000,1513233990300
0.0000224,0.0000000,1513233990301
0.0000473,0.0000000,1513233990302
0.0000632,0.0000000,1513233990303
0.0000700,0.0000000,1513233990304
0.0000700,0.0000000,1513233990305
0.0000784,0.0000000,1513233990306
0.0000906,0.0000000,1513233990307
0.0000906,0.0000000,1513233990308
0.0001080,0.0000000,1513233990309
0.0001198,0.0000000,1513233990310
0.0001404,0.0000000,1513233990311
0.0001552,0.0000000,1513233990312
0.0001608,0.0000000,1513233990313
0.0001806,0.0000000,1513233990314
